"movieId","movie_title","title_year","genres.x","genres.y","director_name","actor_1_name","actor_2_name","actor_3_name","duration","plot_keywords","language","country","facenumber_in_poster","imdb_score","movielens_score","movielens_score_normalized","aprox_imdb_score","aprox_movielens_score","aprox_movielens_normalized_score"
785,"Kingpin ",1996,"Comedy","Comedy|Sport","Bobby Farrelly","Bill Murray","Lin Shaye","Richard Tyson",117,"amish|bowling|on the road|rubber hand|tournament","English","USA",2,6.9,3.28190656669688,6.56381313339375,7,3,7
786,"Eraser ",1996,"Action|Drama|Thriller","Action|Drama|Mystery|Thriller","Chuck Russell","Vanessa Williams","James Coburn","Roma Maffia",115,"assassination attempt|corporate crime|rogue agent|witness|witness protection program","English","USA",1,6.1,3.17654428586992,6.35308857173984,6,3,6
788,"The Nutty Professor ",1996,"Comedy|Fantasy|Romance|Sci-Fi","Comedy|Romance|Sci-Fi","Tom Shadyac","Jada Pinkett Smith","James Coburn","Dave Chappelle",95,"face slap|formula|overweight|professor|teacher","English","USA",1,5.6,2.89058591495093,5.78117182990187,6,3,6
798,"Daylight ",1996,"Action|Adventure|Drama|Thriller","Action|Adventure|Drama|Thriller","Rob Cohen","Sylvester Stallone","Viggo Mortensen","Amy Brenneman",114,"collapsing tunnel|explosion|new jersey|tunnel|weimaraner","English","USA",0,5.8,2.83364083640836,5.66728167281673,6,3,6
800,"Lone Star ",1996,"Drama|Mystery|Western","Drama|Mystery","John Sayles","Matthew McConaughey","Clifton James","Miriam Colon",135,"father son relationship|interracial relationship|neo western|sheriff|texas","English","USA",2,7.6,4.06930294906166,8.13860589812333,8,4,8
801,"Harriet the Spy ",1996,"Children|Comedy","Comedy|Drama|Family","","Gregory Smith","Eartha Kitt","Charlotte Sullivan",100,"binoculars|child spy|notebook|secret|spy","English","USA",1,5.9,3.03697478991597,6.07394957983193,6,3,6
802,"Phenomenon ",1996,"Drama|Romance","Drama|Fantasy|Romance|Sci-Fi","Jon Turteltaub","Robert Duvall","Kyra Sedgwick","David Gallagher",123,"brain tumor|genius|psionic power|telekinesis|terminal illness","English","USA",1,6.4,3.48108909459069,6.96217818918137,6,3,7
803,"Walking and Talking ",1996,"Comedy|Drama|Romance","Comedy|Drama|Romance","Nicole Holofcener","Kevin Corrigan","Anne Heche","Vincent Pastore",86,"briefs|cancer|cat|cult film|friend","English","UK",2,6.8,3.56928213689482,7.13856427378965,7,4,7
804,"She's the One ",1996,"Comedy|Romance","Comedy|Drama|Romance","Edward Burns","John Mahoney","Frank Vincent","Michael McGlone",96,"claim in title|infidelity|irish american|love|sex","English","USA",2,6.1,3.0848406546081,6.16968130921619,6,3,6
805,"A Time to Kill ",1996,"Drama|Thriller","Crime|Drama|Thriller","Joel Schumacher","Kevin Spacey","Matthew McConaughey","Oliver Platt",149,"african american|court|law|mississippi|trial","English","USA",3,7.4,3.69407280065775,7.38814560131549,7,4,7
809,"Fled ",1996,"Action|Adventure","Action|Adventure|Crime|Drama|Romance","","Salma Hayek","Stephen Baldwin","Will Patton",105,"disk|floppy disk|mafia|prison|prisoner","English","USA",1,5.3,2.86274509803922,5.72549019607843,5,3,6
828,"The Adventures of Pinocchio ",1996,"Adventure|Children","Adventure|Family|Fantasy|Musical","","Martin Landau","Udo Kier","Bebe Neuwirth",90,"based on novel|human becoming an animal|slow motion|transformation|young boy","Italian","UK",2,5.3,3.17654028436019,6.35308056872038,5,3,6
830,"The First Wives Club ",1996,"Comedy","Comedy","Hugh Wilson","Stockard Channing","Elizabeth Berkley","Stephen Collins",103,"cult film|female therapist|revenge|revenge motive|therapy session","English","USA",3,6.2,3.08580481622307,6.17160963244613,6,3,6
832,"Ransom ",1996,"Crime|Thriller","Crime|Thriller","Ron Howard","Lili Taylor","Delroy Lindo","Rene Russo",139,"bounty|fbi|millionaire|money|ransom","English","USA",1,6.6,3.4582338902148,6.91646778042959,7,3,7
836,"Chain Reaction ",1996,"Action|Adventure|Thriller","Action|Drama|Sci-Fi|Thriller","Andrew Davis","Keanu Reeves","Morgan Freeman","Kevin Dunn",107,"cold fusion|die hard scenario|man with glasses|on the run|outrunning explosion","English","USA",1,5.6,2.91956039896564,5.83912079793129,6,3,6
849,"Escape from L.A. ",1996,"Action|Adventure|Sci-Fi|Thriller","Action|Adventure|Sci-Fi|Thriller","John Carpenter","Steve Buscemi","Valeria Golino","Michelle Forbes",101,"escape|island|los angeles california|machismo|president's daughter","English","USA",0,5.7,2.76326874473463,5.52653748946925,6,3,6
851,"Basquiat ",1996,"Drama","Biography|Drama","Julian Schnabel","Gary Oldman","Michael Wincott","Courtney Love",108,"andy warhol|art|artist|friendship|street artist","English","USA",4,6.9,3.50564468211527,7.01128936423054,7,4,7
852,"Tin Cup ",1996,"Comedy|Drama|Romance","Comedy|Drama|Romance|Sport","Ron Shelton","Don Johnson","Cheech Marin","Rene Russo",135,"driving range|golf|golfer|tournament|winnebago","English","USA",0,6.3,3.18132196162047,6.36264392324094,6,3,6
858,"The Godfather ",1972,"Crime|Drama","Crime|Drama","Francis Ford Coppola","Al Pacino","Marlon Brando","Robert Duvall",175,"crime family|mafia|organized crime|patriarch|rise to power","English","USA",1,9.2,4.35363920876299,8.70727841752598,9,4,9
866,"Bound ",1996,"Crime|Drama|Romance|Thriller","Crime|Drama|Romance|Thriller","Lana Wachowski","Christopher Meloni","Kevin Michael Richardson","Peter Spellos",109,"gangster|lesbian|mafia|money|neo noir","English","USA",0,7.4,3.71720249885723,7.43440499771446,7,4,7
869,"Kansas City ",1996,"Crime|Drama|Musical|Thriller","Crime|Drama|Music|Thriller","Robert Altman","Steve Buscemi","Jennifer Jason Leigh","Miranda Richardson",116,"1930s|election|female frontal nudity|kansas city|politician","English","France",2,6.3,3.09556313993174,6.19112627986348,6,3,6
879,"The Relic ",1997,"Horror|Thriller","Horror|Mystery|Sci-Fi|Thriller","Peter Hyams","John Kapelos","Penelope Ann Miller","Chi Muoi Lo",110,"fire|helicopter|museum|police sergeant|relic","English","UK",0,5.7,2.82007822685789,5.64015645371578,6,3,6
880,"The Island of Dr. Moreau ",1996,"Sci-Fi|Thriller","Horror|Sci-Fi|Thriller","John Frankenheimer","Marlon Brando","Temuera Morrison","Marco Hofschneider",99,"animal experimentation|chimera|island|jungle|mutant","English","USA",2,4.4,2.50075642965204,5.00151285930408,4,3,5
885,"Bogus ",1996,"Children|Drama|Fantasy","Comedy|Family|Fantasy","Norman Jewison","Haley Joel Osment","Nancy Travis","Andrea Martin",110,"box office flop|circus|imaginary friend|magician|one word title","English","USA",3,5.3,2.67151607963247,5.34303215926493,5,3,5
891,"Halloween: The Curse of Michael Myers ",1995,"Horror|Thriller","Horror|Thriller","","Donald Pleasence","Kim Darby","Mitchell Ryan",93,"halloween|michael myers|nudity|returning character with different actor|slasher flick","English","USA",0,4.9,2.61497450162262,5.22994900324525,5,3,5
899,"Singin' in the Rain ",1952,"Comedy|Musical|Romance","Comedy|Musical|Romance","","Rita Moreno","Debbie Reynolds","Cyd Charisse",103,"actress|chorus girl|fan|friend|love","English","USA",0,8.3,4.03379593934721,8.06759187869442,8,4,8
905,"It Happened One Night ",1934,"Comedy|Romance","Comedy|Romance","Frank Capra","Claudette Colbert","Alan Hale","Walter Connolly",65,"bus|detective|love|money|reporter","English","USA",1,8.2,4.14634698032119,8.29269396064239,8,4,8
909,"The Apartment ",1960,"Comedy|Drama|Romance","Comedy|Drama|Romance","Billy Wilder","Fred MacMurray","Ray Walston","David White",125,"apartment|elevator|elevator girl|love|mistress","English","USA",2,8.3,4.02241681260946,8.04483362521891,8,4,8
910,"Some Like It Hot ",1959,"Comedy|Crime","Comedy|Music|Romance","Billy Wilder","Nehemiah Persoff","Joe E. Brown","George Raft",120,"all girl band|band|cross dressing|musician|yacht","English","USA",2,8.3,4.04209315242403,8.08418630484805,8,4,8
912,"Casablanca ",1942,"Drama|Romance","Drama|Romance|War","Michael Curtiz","Humphrey Bogart","Claude Rains","Conrad Veidt",82,"american expatriate|casablanca morocco|gestapo|police|visa","English","USA",4,8.6,4.23088536611668,8.46177073223337,9,4,8
914,"My Fair Lady ",1964,"Comedy|Drama|Musical|Romance","Drama|Family|Musical|Romance","","Jeremy Brett","Rex Harrison","Theodore Bikel",170,"colonel|flower girl|professor|street|wager","English","USA",1,7.9,3.8682982656924,7.73659653138481,8,4,8
919,"The Wizard of Oz ",1939,"Adventure|Children|Fantasy|Musical","Adventure|Family|Fantasy|Musical","Victor Fleming","Margaret Hamilton","Terry","Billie Burke",102,"evil witch|tornado|witch|wizard|wizard of oz","English","USA",3,8.1,3.97008460918614,7.94016921837228,8,4,8
920,"Gone with the Wind ",1939,"Drama|Romance|War","Drama|History|Romance|War","Victor Fleming","Hattie McDaniel","George Reeves","Thomas Mitchell",226,"battle of the sexes|gallantry|honesty|indifference|scandal","English","USA",1,8.2,3.82504836156867,7.65009672313735,8,4,8
924,"2001: A Space Odyssey ",1968,"Adventure|Drama|Sci-Fi","Adventure|Mystery|Sci-Fi","Stanley Kubrick","Keir Dullea","Gary Lockwood","Glenn Beck",161,"ancient astronaut|famous line|message from outer space|monolith|star child","English","UK",0,8.3,3.96247524026117,7.92495048052234,8,4,8
928,"Rebecca ",1940,"Drama|Mystery|Romance|Thriller","Drama|Film-Noir|Mystery|Thriller","Alfred Hitchcock","Laurence Olivier","Joan Fontaine","George Sanders",130,"death|estate|housekeeper|love|monte carlo","English","USA",2,8.2,4.08652328334649,8.17304656669298,8,4,8
931,"Spellbound ",1945,"Mystery|Romance|Thriller","Film-Noir|Mystery|Romance|Thriller","Alfred Hitchcock","Norman Lloyd","Rhonda Fleming","Leo G. Carroll",95,"amnesia|dream analysis|dream sequence|guilt complex|post traumatic stress disorder","English","USA",1,7.6,3.9070796460177,7.8141592920354,8,4,8
945,"Top Hat ",1935,"Comedy|Musical|Romance","Comedy|Musical|Romance","","Ginger Rogers","Edward Everett Horton","Eric Blore",81,"dance|dancer|dancing|horse|tap dancing","English","USA",2,7.8,4.05041246562786,8.10082493125573,8,4,8
953,"It's a Wonderful Life ",1946,"Drama|Fantasy|Romance","Drama|Family|Fantasy|Romance","Frank Capra","Donna Reed","Lionel Barrymore","Thomas Mitchell",118,"angel|bank|guardian angel|second chance|small town life","English","USA",0,8.6,4.02289934218692,8.04579868437384,9,4,8
954,"Mr. Smith Goes to Washington ",1939,"Drama","Comedy|Drama","Frank Capra","Claude Rains","Jean Arthur","Thomas Mitchell",120,"camp|corruption|governor|senate|u.s. senate","English","USA",7,8.2,3.99238065619655,7.9847613123931,8,4,8
968,"Night of the Living Dead ",1968,"Horror|Sci-Fi|Thriller","Drama|Horror|Mystery","George A. Romero","Judith O'Dea","Duane Jones","S. William Hinzman",96,"cemetery|farmhouse|radiation|running out of gas|zombie","English","USA",5,8,3.60678059536935,7.2135611907387,8,4,7
971,"Cat on a Hot Tin Roof ",1958,"Drama","Drama|Romance","Richard Brooks","Burl Ives","Judith Anderson","Jack Carson",108,"cancer|football|homosexuality|marriage|mississippi","English","USA",0,8.1,3.94215011471649,7.88430022943297,8,4,8
976,"A Farewell to Arms ",1932,"Romance|War","Drama|Romance|War","","Gary Cooper","Helen Hayes","Adolphe Menjou",79,"1910s|ambulance driver|italy|lake|nurse","English","USA",1,6.6,3.52312775330396,7.04625550660793,7,4,7
990,"Maximum Risk ",1996,"Action|Adventure|Thriller","Action|Crime|Mystery|Romance|Thriller","","Natasha Henstridge","Zach Grenier","Paul Ben-Victor",101,"fbi|fbi agent|mafia|russian mafia|twin","English","USA",1,5.4,2.731822971549,5.463645943098,5,3,5
991,"Michael Collins ",1996,"Drama","Biography|Drama|Thriller|War","Neil Jordan","Alan Rickman","Liam Neeson","Julia Roberts",133,"ireland|irish|irish civil war|irish free state|sinn fein","English","UK",2,7.1,3.57453297750667,7.14906595501334,7,4,7
998,"Set It Off ",1996,"Action|Crime","Action|Crime|Drama|Romance|Thriller","F. Gary Gray","Vivica A. Fox","Jada Pinkett Smith","Blair Underwood",123,"bank|black comedy|main characters killed off|money|robbery","English","USA",4,6.8,3.22442839951865,6.4488567990373,7,3,6
1003,"Extreme Measures ",1996,"Drama|Thriller","Crime|Drama|Mystery|Thriller","Michael Apted","J.K. Simmons","Paul Guilfoyle","Bill Nunn",118,"cartoon on tv|doctor|emergency room|hospital|nudity","English","USA",0,6.1,3.14213349225268,6.28426698450536,6,3,6
1004,"The Glimmer Man ",1996,"Action|Thriller","Action|Comedy|Crime|Drama|Thriller","","Alexa PenaVega","Bob Gunton","Keenen Ivory Wayans",91,"detective|heavy rain|murder|partner|serial killer","English","USA",1,5.3,2.6911673872761,5.38233477455219,5,3,5
1019,"20,000 Leagues Under the Sea ",1954,"Adventure|Drama|Sci-Fi","Adventure|Drama|Family|Fantasy|Sci-Fi","Richard Fleischer","James Mason","Robert J. Wilke","Paul Lukas",127,"captain|expedition|sea|submarine|whale","English","USA",0,7.2,3.51636465795758,7.03272931591516,7,4,7
1020,"Cool Runnings ",1993,"Comedy","Adventure|Comedy|Family|Sport","Jon Turteltaub","Doug E. Doug","Leon","Malik Yoba",98,"bobsled|coach|jamaica|olympic games|olympics","English","USA",1,6.9,3.24882974454995,6.49765948909991,7,3,6
1027,"Robin Hood: Prince of Thieves ",1991,"Adventure|Drama","Action|Adventure|Drama|Romance","Kevin Reynolds","Alan Rickman","Morgan Freeman","Michael Wincott",155,"balladeer|crusades|england|king|modern minstrel","English","USA",0,6.9,3.28258620689655,6.5651724137931,7,3,7
1028,"Mary Poppins ",1964,"Children|Comedy|Fantasy|Musical","Comedy|Family|Fantasy|Musical","","Ed Wynn","Glynis Johns","Elsa Lanchester",139,"banker|female protagonist|live action and animation|magic|nanny","English","USA",2,7.8,3.72020108479958,7.44040216959915,8,4,7
1034,"Freeway ",1996,"Comedy|Crime|Drama|Thriller","Comedy|Crime|Drama|Thriller","","Bokeem Woodbine","Dan Hedaya","Robert Peters",102,"freeway|nightmare|police|school|trailer park","English","USA",1,6.9,3.53710812539987,7.07421625079974,7,4,7
1035,"The Sound of Music ",1965,"Musical|Romance","Biography|Drama|Family|Musical|Romance","Robert Wise","Eleanor Parker","Angela Cartwright","Nicholas Hammond",174,"austria|children|governess|love|orchestral music score","English","USA",3,8,3.80288144533826,7.60576289067651,8,4,8
1036,"Die Hard ",1988,"Action|Crime|Thriller","Action|Thriller","John McTiernan","Alan Rickman","Bruce Willis","Reginald VelJohnson",131,"christmas|christmas eve|christmas party|held at gunpoint|hostage","English","USA",0,8.2,3.93467073572091,7.86934147144182,8,4,8
1037,"The Lawnmower Man ",1992,"Action|Horror|Sci-Fi|Thriller","Horror|Sci-Fi","Brett Leonard","Jeff Fahey","Austin O'Brien","Troy Evans",140,"intelligence|science runs amok|scientist|supernatural power|virtual reality","English","UK",0,5.4,2.73331574782379,5.46663149564759,5,3,5
1042,"That Thing You Do! ",1996,"Comedy|Drama","Comedy|Drama|Music","Tom Hanks","Tom Hanks","Charlize Theron","Ethan Embry",149,"band|drummer|jazz|pennsylvania|song","English","USA",6,6.9,3.43400127226463,6.86800254452926,7,3,7
1047,"The Long Kiss Goodnight ",1996,"Action|Drama|Thriller","Action|Crime|Drama|Mystery|Thriller","Renny Harlin","Melina Kanakaredes","Craig Bierko","Yvonne Zima",121,"amnesia|chase|foot chase|strong female character|vomiting","English","USA",2,6.7,3.42426968670618,6.84853937341236,7,3,7
1049,"The Ghost and the Darkness ",1996,"Action|Adventure","Adventure|Drama|Horror|Thriller","Stephen Hopkins","Tom Wilkinson","Bernard Hill","Om Puri",110,"bridge|engineer|hunter|lion|railway","English","USA",0,6.8,3.41168926346647,6.82337852693294,7,3,7
1051,"Trees Lounge ",1996,"Drama","Comedy|Drama","Steve Buscemi","Steve Buscemi","Debi Mazar","Carol Kane",95,"alcoholic drink|bar|drink|drinking|drunk","English","USA",1,7.2,3.57117052023121,7.14234104046243,7,4,7
1054,"Get on the Bus ",1996,"Drama","Drama|History","Spike Lee","Bernie Mac","Harry Lennix","Andre Braugher",120,"actor|bus|march|million man march|religion","English","USA",10,6.8,3.48825710754017,6.97651421508035,7,3,7
1055,"Shadow Conspiracy ",1997,"Thriller","Action|Thriller","George P. Cosmatos","Sam Waterston","Ben Gazzara","Nicholas Turturro",103,"american president|assassin|conspiracy|president|white house","English","USA",2,4.9,2.7752808988764,5.55056179775281,5,3,6
1057,"Everyone Says I Love You ",1996,"Comedy|Musical|Romance","Comedy|Musical|Romance","Woody Allen","Natasha Lyonne","Gaby Hoffmann","Jeff DeRocker",101,"engagement|grandfather|liberal|maid|song","English","USA",0,6.8,3.43058212626401,6.86116425252801,7,3,7
1059,"Romeo + Juliet ",1996,"Drama|Romance","Drama|Romance","Baz Luhrmann","Leonardo DiCaprio","Harold Perrineau","Brian Dennehy",120,"hawaiian shirt|love|shakespeare adaptation|shakespeare play|star crossed lovers","English","USA",2,6.8,3.56814634992197,7.13629269984394,7,4,7
1060,"Swingers ",1996,"Comedy|Drama","Comedy|Drama","Doug Liman","Jon Favreau","Alex Désert","Blake Lindsley",96,"actor|black panties|cult film|friend|upskirt","English","USA",0,7.4,3.83935397553517,7.67870795107034,7,4,8
1061,"Sleepers ",1996,"Thriller","Crime|Drama|Thriller","Barry Levinson","Robert De Niro","Brad Pitt","Minnie Driver",147,"boy|guard|kicked in the crotch|prank|sexual abuse","English","USA",3,7.5,3.62615522210077,7.25231044420153,8,4,7
1073,"Willy Wonka & the Chocolate Factory ",1971,"Children|Comedy|Fantasy|Musical","Family|Fantasy|Musical","","Peter Ostrum","Jack Albertson","Julie Dawn Cole",89,"candy|chocolate|factory|miniaturization|sudden change in size","English","USA",1,7.8,3.69966517857143,7.39933035714286,8,4,7
1077,"Sleeper ",1973,"Comedy|Sci-Fi","Comedy|Sci-Fi","Woody Allen","Woody Allen","John Beck","Mews Small",89,"frozen|future|health food|leader|police","English","USA",0,7.3,3.83992542282594,7.67985084565188,7,4,8
1078,"Bananas ",1971,"Comedy|War","Comedy","Woody Allen","Woody Allen","Charlotte Rae","Louise Lasser",82,"fictitious country|latin america|president|rebellion|reference to fidel castro","English","USA",3,7.1,3.73647027459344,7.47294054918688,7,4,7
1089,"Reservoir Dogs ",1992,"Crime|Mystery|Thriller","Crime|Drama|Thriller","Quentin Tarantino","Quentin Tarantino","Steve Buscemi","Chris Penn",99,"gang|heist|heist gone wrong|nonlinear timeline|robbery","English","USA",0,8.4,4.09175675234332,8.18351350468663,8,4,8
1090,"Platoon ",1986,"Drama|War","Drama|War","Oliver Stone","Johnny Depp","Tom Berenger","Kevin Dillon",120,"1960s|famous score|hero|vietnam|vietnam war","English","UK",0,8.1,3.91254038179148,7.82508076358297,8,4,8
1093,"The Doors ",1991,"Drama","Biography|Drama|Music|Musical","Oliver Stone","Michael Wincott","Kevin Dillon","Kathleen Quinlan",140,"death|paris france|rock band|singer|the doors","English","USA",1,7.2,3.36219770422378,6.72439540844757,7,3,7
1094,"The Crying Game ",1992,"Drama|Romance|Thriller","Crime|Drama|Romance|Thriller","Neil Jordan","Jim Broadbent","Miranda Richardson","Stephen Rea",112,"androgynous|full frontal male nudity|irish republican army|psychological drama|tragic love","English","UK",0,7.3,3.64033898305085,7.28067796610169,7,4,7
1095,"Glengarry Glen Ross ",1992,"Drama","Crime|Drama|Mystery","James Foley","Kevin Spacey","Al Pacino","Jude Ciccolella",100,"office|pressure|real estate|robbery|sales","English","USA",1,7.8,3.86022744736438,7.72045489472875,8,4,8
1097,"E.T. the Extra-Terrestrial ",1982,"Children|Drama|Sci-Fi","Family|Sci-Fi","Steven Spielberg","Henry Thomas","Dee Wallace","Peter Coyote",120,"bicyclist|boy|doll|star wars reference|voice impersonation","English","USA",0,7.9,3.75954767624886,7.51909535249772,8,4,8
1100,"Days of Thunder ",1990,"Action|Drama|Romance","Action|Drama|Sport","Tony Scott","Tom Cruise","Robert Duvall","Randy Quaid",107,"driver|hot shot|racing|stock car driver|team","English","USA",0,5.9,2.85702492983325,5.7140498596665,6,3,6
1101,"Top Gun ",1986,"Action|Romance","Action|Drama|Romance","Tony Scott","Tom Cruise","Tom Skerritt","Adrian Pasdar",110,"flying|gay subtext|machismo|male objectification|pilot","English","USA",2,6.9,3.4116834691341,6.82336693826819,7,3,7
1104,"A Streetcar Named Desire ",1951,"Drama","Drama","Elia Kazan","Marlon Brando","Karl Malden","Kim Hunter",125,"brother in law sister in law relationship|expectant father|histrionic personality disorder|middle aged woman|off screen rape","English","USA",0,8,3.96063098287717,7.92126196575435,8,4,8
1114,"The Funeral ",1996,"Crime|Drama","Crime|Drama","","Isabella Rossellini","Vincent Gallo","Gretchen Mol",99,"1930s|madness|murder|new york city|violence","English","USA",3,6.6,3.23129921259843,6.46259842519685,7,3,6
1125,"The Return of the Pink Panther ",1975,"Comedy|Crime","Comedy|Crime|Mystery","Blake Edwards","Burt Kwouk","Herbert Lom","Catherine Schell",113,"clouseau|diamond|panther|pink|pink panther","English","UK",0,7.1,3.61151495126384,7.22302990252767,7,4,7
1127,"The Abyss ",1989,"Action|Adventure|Sci-Fi|Thriller","Adventure|Drama|Sci-Fi|Thriller","James Cameron","Michael Biehn","Todd Graff","Mary Elizabeth Mastrantonio",171,"alien|estranged couple|ocean|submarine|underwater","English","USA",0,7.6,3.66182068965517,7.32364137931035,8,4,7
1128,"The Fog ",1980,"Horror","Fantasy|Horror","John Carpenter","Jamie Lee Curtis","Hal Holbrook","Janet Leigh",89,"california|fog|leper|lighthouse|ship","English","USA",0,6.8,3.01093662366798,6.02187324733595,7,3,6
1129,"Escape from New York ",1981,"Action|Adventure|Sci-Fi|Thriller","Action|Sci-Fi","John Carpenter","Donald Pleasence","Adrienne Barbeau","Tom Atkins",106,"1990s|police|prison|rescue|year 1997","English","UK",1,7.2,3.3640727124183,6.7281454248366,7,3,7
1130,"The Howling ",1981,"Horror|Mystery","Horror","Joe Dante","Patrick Macnee","Robert Picardo","Dee Wallace",91,"1980s|forest|lycanthrope|shapeshifting|werewolf transformation","English","USA",0,6.6,3.2008012018027,6.40160240360541,7,3,6
1135,"Private Benjamin ",1980,"Comedy","Comedy|War","Howard Zieff","Eileen Brennan","Albert Brooks","Alan Oppenheimer",109,"camera shot of feet|female stockinged feet|loss of husband|pantyhose|suntan pantyhose","English","USA",1,6.1,3.09646804420951,6.19293608841903,6,3,6
1136,"Monty Python and the Holy Grail ",1975,"Adventure|Comedy|Fantasy","Adventure|Comedy|Fantasy","Terry Gilliam","Eric Idle","Michael Palin","Terry Jones",91,"camelot|holy grail|king arthur|knight|lancelot","English","UK",0,8.3,4.16404795486601,8.32809590973202,8,4,8
1183,"The English Patient ",1996,"Drama|Romance|War","Drama|Romance|War","Anthony Minghella","Colin Firth","Kristin Scott Thomas","Jürgen Prochnow",162,"church|english|flashback|nurse|patient","English","USA",0,7.4,3.64380941340134,7.28761882680269,7,4,7
1186,"Sex, Lies, and Videotape ",1989,"Drama","Drama","Steven Soderbergh","Peter Gallagher","Laura San Giacomo","Steven Brill",100,"affair|interview|marriage|sex|videotape","English","USA",2,7.2,3.51399385923477,7.02798771846953,7,4,7
1193,"One Flew Over the Cuckoo's Nest ",1975,"Drama","Drama","Milos Forman","Scatman Crothers","Michael Berryman","Louise Fletcher",133,"1960s|escape|mental institution|nurse|sexuality","English","USA",0,8.7,4.24245088189328,8.48490176378656,9,4,8
1196,"Star Wars: Episode V - The Empire Strikes Back ",1980,"Action|Adventure|Sci-Fi","Action|Adventure|Fantasy|Sci-Fi","Irvin Kershner","Harrison Ford","Kenny Baker","Anthony Daniels",127,"duel|famous twist|rebel|rescue|snowy landscape","English","USA",0,8.8,4.16081641071797,8.32163282143594,9,4,8
1197,"The Princess Bride ",1987,"Action|Adventure|Comedy|Fantasy|Romance","Adventure|Family|Fantasy|Romance","Rob Reiner","Robin Wright","Carol Kane","André the Giant",98,"fairy tale|giant|pirate|princess|true love","English","USA",0,8.1,4.14949026625454,8.29898053250908,8,4,8
1198,"Raiders of the Lost Ark ",1981,"Action|Adventure","Action|Adventure","Steven Spielberg","Harrison Ford","Karen Allen","William Hootkins",115,"archeological dig|archeologist|ark of the covenant|egypt|nazi","English","USA",1,8.5,4.17380970709365,8.34761941418729,8,4,8
1199,"Brazil ",1985,"Fantasy|Sci-Fi","Drama|Sci-Fi","Terry Gilliam","Robert De Niro","Bob Hoskins","Jim Broadbent",142,"black comedy|bureaucracy|dream|terrorist|wrongful arrest","English","UK",0,8,4.02018797987821,8.04037595975642,8,4,8
1200,"Aliens ",1986,"Action|Adventure|Horror|Sci-Fi","Action|Adventure|Sci-Fi","James Cameron","Michael Biehn","Carrie Henn","Jenette Goldstein",154,"alien|human versus alien|monster|rescue mission|space marine","English","USA",1,8.4,3.99846625766871,7.99693251533742,8,4,8
1201,"The Good, the Bad and the Ugly ",1966,"Action|Adventure|Western","Western","Sergio Leone","Clint Eastwood","Luigi Pistilli","Enzo Petito",142,"civil war|hitman|outlaw|shootout|spaghetti western","Italian","Italy",3,8.9,4.11854976766936,8.23709953533871,9,4,8
1203,"12 Angry Men ",1957,"Drama","Crime|Drama","Sidney Lumet","Jack Warden","Lee J. Cobb","John Fiedler",96,"courtroom|dialogue driven|dialogue driven storyline|jury|murder","English","USA",1,8.9,4.22363096843809,8.44726193687618,9,4,8
1204,"Lawrence of Arabia ",1962,"Adventure|Drama|War","Adventure|Biography|Drama|History|War","David Lean","Claude Rains","José Ferrer","Jack Hawkins",227,"arab|british military|desert|ottoman empire|t.e. lawrence","English","UK",8,8.4,4.12300262765429,8.24600525530857,8,4,8
1207,"To Kill a Mockingbird ",1962,"Drama","Crime|Drama","","Robert Duvall","Brock Peters","William Windom",129,"1930s|alabama|lawyer|six year old|trial","English","USA",0,8.4,4.16865671641791,8.33731343283582,8,4,8
1208,"Apocalypse Now ",1979,"Action|Drama|War","Drama|War","Francis Ford Coppola","Harrison Ford","Marlon Brando","Robert Duvall",289,"army|green beret|insanity|jungle|vietnam","English","USA",1,8.5,4.10528400538699,8.21056801077398,8,4,8
1209,"Once Upon a Time in the West ",1968,"Action|Drama|Western","Western","Sergio Leone","Claudia Cardinale","Woody Strode","Jack Elam",145,"gang|gun|harmonica|killing|woman in bathtub","English","Italy",1,8.6,4.10546491055632,8.21092982111264,9,4,8
1210,"Star Wars: Episode VI - Return of the Jedi ",1983,"Action|Adventure|Sci-Fi","Action|Adventure|Fantasy|Sci-Fi","","Harrison Ford","Ian McDiarmid","Kenny Baker",134,"death star|emperor|empire|princess|rebel","English","USA",0,8.4,3.99200959914674,7.98401919829348,8,4,8
1213,"Goodfellas ",1990,"Crime|Drama","Biography|Crime|Drama","Martin Scorsese","Robert De Niro","Mike Starr","Paul Sorvino",146,"betrayal|gangster|mafia|organized crime|robbery","English","USA",3,8.7,4.18035004509169,8.36070009018337,9,4,8
1214,"Alien ",1979,"Horror|Sci-Fi","Horror|Sci-Fi","Ridley Scott","Tom Skerritt","Yaphet Kotto","Bolaji Badejo",116,"alien|creature|future|outer space|spaceship","English","UK",0,8.5,4.04319677033493,8.08639354066986,8,4,8
1215,"Army of Darkness ",1992,"Action|Adventure|Comedy|Fantasy|Horror","Comedy|Fantasy|Horror","Sam Raimi","Patricia Tallman","Bridget Fonda","Embeth Davidtz",88,"army of the dead|battle|necronomicon|reluctant hero|skeleton soldier","English","USA",0,7.6,3.70802705086739,7.41605410173478,8,4,7
1219,"Psycho ",1960,"Crime|Horror","Horror|Mystery|Thriller","Alfred Hitchcock","Janet Leigh","Vera Miles","John Gavin",108,"money|motel|rain|shower|theft","English","USA",2,8.5,4.07116237380885,8.1423247476177,8,4,8
